ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT4,PAY_AMT5,PAY_AMT6,Pay%1,Pay%2,Pay%3,default,FICO
5991,220000,1,1,1,45,158717,162122,165399,6111,6111,12311,0.04,0.04,0.07,0,MT700
5995,170000,2,1,1,44,2194,18611,2557,18611,2557,3871,8.48,0.14,1.51,0,MT700
6005,80000,2,3,1,33,48315,48831,48951,2111,1913,1851,0.04,0.04,0.04,0,MT700
6019,20000,1,3,3,57,21318,21364,21134,1111,1111,1111,0.05,0.05,0.05,0,MT700
6026,440000,1,1,1,31,149363,142757,119134,6111,4111,8111,0.04,0.03,0.07,1,LT500
6031,150000,2,1,1,46,24635,29132,29766,5111,1214,1511,0.21,0.04,0.05,0,MT700
6033,5.00E+05,2,2,1,41,5466,31177,11612,31328,11658,132,5.73,0.37,0.01,0,MT700
6039,130000,2,2,2,23,94692,96419,98233,3482,4137,2631,0.04,0.04,0.03,0,MT700
6041,20000,2,2,2,23,2411,2411,1811,1,1,1,0,0,0,1,LT500
6047,360000,2,1,2,30,69453,73423,72575,11111,11111,11111,0.16,0.15,0.15,0,MT700
6050,2.00E+05,2,3,1,52,155614,145921,114728,5792,4241,2911,0.04,0.03,0.03,0,MT700
6082,70000,2,3,1,47,71654,71965,71373,2751,3152,2711,0.04,0.04,0.04,0,MT700
6086,140000,2,1,1,37,137675,135371,138455,1,5511,5111,0,0.04,0.04,1,LT500
6106,50000,2,2,1,47,41143,39844,39599,1616,1581,2111,0.04,0.04,0.05,0,MT700
6126,30000,2,3,1,47,4567,11762,4219,55762,4219,22815,12.21,0.36,5.41,0,MT700
6129,420000,2,1,1,36,11511,14916,15564,14916,15564,11339,1.3,1.04,0.73,0,MT700
6144,470000,1,1,2,35,248281,254175,256613,11114,9598,11144,0.04,0.04,0.04,0,MT700
6146,1.00E+05,2,3,1,46,98147,111891,98173,7511,1,3811,0.08,0,0.04,0,LT500
6147,1.00E+05,1,1,2,38,33871,33192,35637,1,3111,1,0,0.09,0,0,MT700
6155,30000,2,1,2,34,25624,25977,25413,913,1,1111,0.04,0,0.04,1,LT500
6166,360000,2,2,3,42,259999,265746,259299,11111,9513,9973,0.04,0.04,0.04,0,MT700
6184,430000,2,2,2,27,4391,21952,15562,21991,2516,511,5.01,0.11,0.03,1,LT500
6194,70000,2,1,1,45,58253,35943,27931,5943,11111,2249,0.1,0.31,0.08,0,MT700
6199,30000,1,2,1,49,15891,16224,16711,589,756,1511,0.04,0.05,0.09,0,MT700
6201,30000,2,3,1,37,29681,29689,31151,1176,831,1,0.04,0.03,0,0,MT700
6207,170000,1,1,1,45,1546,4981,4769,4981,4769,6452,3.22,0.96,1.35,0,MT700
6211,50000,2,2,1,34,45291,48322,49194,3761,1711,1,0.08,0.04,0,0,MT700
6217,50000,1,3,1,43,8565,8591,19894,312,1511,511,0.04,0.18,0.03,0,MT700
6230,260000,2,1,2,29,551,881,1287,881,1287,925,1.6,1.46,0.72,1,LT500
6239,10000,1,2,2,27,5444,2639,2697,311,311,1111,0.06,0.12,0.41,1,LT500
6242,270000,1,1,2,29,189524,193971,199763,7511,9111,11111,0.04,0.05,0.06,0,MT700
6247,360000,1,1,1,38,4877,2111,3612,2111,3612,9452,0.43,1.71,2.62,0,MT700
6251,10000,2,2,2,27,9181,8877,9261,321,529,511,0.03,0.06,0.06,0,MT700
6256,130000,2,2,2,39,51546,52663,53737,2111,2111,2211,0.04,0.04,0.04,1,LT500
6257,1.00E+05,2,2,2,29,16417,15168,41794,935,42111,1511,0.06,2.78,0.04,0,MT700
6258,20000,1,2,1,45,4866,6781,7668,2111,1111,1,0.43,0.16,0,0,MT700
6267,320000,1,2,2,29,322246,297637,311575,11513,11886,11141,0.04,0.04,0.04,0,MT700
6278,110000,2,1,2,32,24271,52141,25453,2311,1,1111,0.1,0,0.04,1,LT500
6289,4.00E+05,1,1,1,44,851,818,775,818,775,381,0.96,0.95,0.49,0,MT700
6298,440000,2,2,2,27,21447,13547,16118,5111,5111,5111,0.24,0.38,0.32,0,MT700
6301,30000,2,2,2,24,9725,9427,11118,1,1111,1,0,0.12,0,0,MT700
6304,60000,2,1,2,25,6923,7135,9175,2111,4111,811,0.3,0.58,0.09,0,MT700
6306,30000,2,1,2,43,21847,21162,21819,811,1111,1111,0.04,0.05,0.05,1,LT500
6309,70000,2,1,2,28,21345,42123,19852,721,1211,2111,0.03,0.03,0.11,0,MT700
6310,150000,2,2,1,44,17361,17361,12111,1,1,1,0,0,0,0,LT500
6325,5.00E+05,1,1,1,49,36173,46196,113165,46196,113165,154321,1.28,2.45,1.36,0,MT700
6330,140000,2,1,2,31,48847,47437,42576,1619,1514,1553,0.03,0.03,0.04,0,MT700
6336,360000,2,2,2,34,115271,96644,94973,7118,2755,1813,0.06,0.03,0.02,0,MT700
6349,80000,1,1,2,34,65614,67117,68349,2611,2611,2111,0.04,0.04,0.03,1,LT500
6357,50000,2,2,1,26,15517,14685,14116,1111,2111,2111,0.07,0.14,0.15,0,MT700
6358,50000,2,1,1,40,1361,518,3518,1,3111,1,0,6.01,0,1,LT500
6360,50000,1,1,2,27,3291,1855,541,37,158,391,0.01,0.09,0.72,0,MT700
6364,120000,2,1,2,27,11155,11141,11466,1111,551,611,0.1,0.05,0.05,1,LT500
6383,80000,2,2,1,30,75374,77158,78711,3111,2987,3111,0.04,0.04,0.04,0,MT700
6388,250000,2,1,2,28,88487,66711,52154,9151,11611,48931,0.1,0.17,0.94,0,MT700
6395,450000,1,1,2,37,11718,11329,4749,5111,2111,2192,0.44,0.19,0.46,0,MT700
6396,50000,1,1,2,26,1913,1226,1752,1,1152,1,0,0.94,0,1,LT500
6402,70000,1,2,1,29,46988,43531,44814,2511,2111,2111,0.05,0.05,0.05,0,MT700
6404,1.00E+05,2,3,2,27,41584,43629,41432,3711,1,1711,0.09,0,0.04,1,LT500
6405,2.00E+05,2,2,2,24,45124,46252,47217,1511,1511,1511,0.03,0.03,0.03,0,MT700
6409,50000,2,2,2,33,19132,19533,19936,719,728,719,0.04,0.04,0.04,0,MT700
6410,80000,1,2,2,48,48351,47218,46292,2111,2111,2111,0.04,0.04,0.05,0,MT700
6417,110000,2,2,1,39,118689,116342,111575,1,7811,1,0,0.07,0,1,LT500
6419,30000,1,1,1,38,29271,29178,28652,588,574,1,0.02,0.02,0,0,MT700
6420,30000,2,2,2,27,29994,29834,15961,1,1,1,0,0,0,0,LT500
6421,2.00E+05,1,2,2,33,85185,89717,63787,6156,1,3111,0.07,0,0.05,1,LT500
6423,220000,1,1,2,34,25417,25119,23321,5111,5111,2111,0.2,0.2,0.09,0,MT700
6426,210000,1,2,1,39,3713,5133,5749,5133,5749,6762,1.38,1.12,1.18,0,MT700
6429,130000,2,2,2,25,95956,97771,92216,3771,3716,3718,0.04,0.04,0.04,1,LT500
6436,230000,1,2,1,36,4824,2721,1526,1,1111,435,0,0.41,0.29,0,MT700
6441,50000,2,2,2,30,49651,22569,15429,11111,8926,9748,0.22,0.4,0.63,0,MT700
6445,120000,2,2,2,48,48888,41241,49923,815,52169,1611,0.02,1.26,0.03,0,MT700
6450,50000,2,3,2,22,47119,39415,39921,1318,1481,1171,0.03,0.04,0.03,1,LT500
6451,50000,2,2,1,23,28386,28361,28449,2511,2111,2111,0.09,0.07,0.07,0,MT700
6455,180000,2,2,1,25,114794,115248,117131,3798,4111,4327,0.03,0.04,0.04,0,MT700
6466,330000,2,1,2,34,227974,185431,117493,21111,25111,3511,0.09,0.14,0.03,0,MT700
6473,50000,1,2,1,43,29876,31211,15611,1347,558,551,0.05,0.02,0.04,0,MT700
6481,110000,2,2,1,24,54275,51791,52928,2111,2111,2111,0.04,0.04,0.04,0,MT700
6487,20000,2,3,1,45,6934,11213,7737,11111,318,2111,1.6,0.03,0.27,1,LT500
6497,50000,1,3,1,46,8595,8955,9315,511,511,511,0.06,0.06,0.05,0,MT700
6518,80000,1,2,2,27,35783,35488,36121,1311,1411,1311,0.04,0.04,0.04,0,MT700
6528,80000,2,2,1,49,31745,32211,25836,4511,1,1511,0.14,0,0.06,0,LT500
6537,50000,2,2,1,29,17426,17789,18113,792,659,631,0.05,0.04,0.03,0,MT700
6543,120000,2,3,1,52,116456,116957,119366,4388,4511,4351,0.04,0.04,0.04,0,MT700
6558,260000,1,3,1,50,696,1112,531,1112,531,696,1.6,0.48,1.31,1,LT500
6561,120000,2,2,3,43,49272,49116,43127,1664,1881,1159,0.03,0.04,0.03,0,MT700
6567,160000,2,2,1,32,5915,6211,4312,511,1,1111,0.09,0,0.26,1,LT500
6576,20000,2,2,2,23,15596,15214,17149,1,2211,1,0,0.15,0,1,LT500
6583,2.00E+05,1,2,2,29,181259,183714,186517,6511,6111,5611,0.04,0.03,0.03,1,LT500
6585,260000,2,1,2,36,13111,11854,7537,11854,7537,3711,0.9,0.64,0.49,0,MT700
6590,420000,2,1,1,34,3161,4161,883,1111,883,28111,0.35,0.21,31.84,0,MT700
6591,4.00E+05,2,2,1,42,1319,694,697,1,3,713,0,0,1.02,0,LT500
6602,290000,1,3,1,50,11512,82823,52624,82912,2118,1177,7.2,0.03,0.02,0,MT700
6606,1.00E+05,1,1,1,43,47926,49128,49561,2111,2114,1615,0.04,0.04,0.03,0,MT700
6611,130000,2,3,2,27,21211,21811,13629,1111,4111,6587,0.05,0.19,0.48,0,MT700
6617,70000,2,3,2,52,28653,29253,26185,1114,938,1122,0.04,0.03,0.04,0,MT700
6625,220000,2,1,2,30,7767,42731,33266,41645,1,4622,5.36,0,0.14,0,LT500
6628,60000,2,2,1,37,58868,55232,58431,1,4311,2111,0,0.08,0.04,0,MT700
6631,120000,2,2,2,35,68661,69411,2855,3511,1111,68174,0.05,0.02,23.88,0,MT700
6643,2.00E+05,1,1,2,29,152141,164415,161525,15111,1,4189,0.1,0,0.03,0,LT500
6650,320000,2,1,2,30,7511,7511,7511,7511,7511,42562,1,1,5.67,0,MT700
6655,190000,2,1,2,26,111487,114878,118541,5117,5644,4767,0.05,0.05,0.04,1,LT500
6659,90000,1,2,1,39,25833,25318,22684,1511,1,1755,0.06,0,0.08,1,LT500
6668,50000,1,2,2,39,37212,39319,36182,3117,7,3119,0.08,0,0.09,0,LT500
6683,20000,1,2,1,36,13133,13318,13985,485,911,1111,0.04,0.07,0.08,1,LT500
6684,10000,1,1,1,38,9665,11471,11169,1111,1,1111,0.11,0,0.1,1,LT500
6685,180000,1,2,1,37,8329,21416,9772,21416,9772,9315,2.57,0.46,0.95,0,MT700
6687,220000,1,1,2,29,89618,53535,36312,2511,1,1511,0.03,0,0.04,1,LT500
6690,50000,2,2,1,29,19661,16741,13272,1515,1539,21217,0.08,0.09,1.6,0,MT700
6694,280000,1,1,1,42,173922,161553,147124,5798,4627,3589,0.03,0.03,0.02,0,MT700
6704,30000,1,1,3,27,29178,29211,24122,1111,1511,1111,0.04,0.05,0.05,0,MT700
6717,310000,2,1,2,39,249435,241521,246525,11111,11111,11111,0.04,0.05,0.05,0,MT700
6720,3.00E+05,2,2,2,26,11171,7211,7211,1,1,918,0,0,0.13,1,LT500
6727,160000,1,2,2,34,75371,81943,81213,7511,1,2111,0.1,0,0.03,1,LT500
6729,60000,1,3,2,25,28184,28862,29161,1511,1311,2111,0.05,0.05,0.07,0,MT700
6737,30000,2,1,1,33,28463,29313,29766,1311,1111,1132,0.05,0.04,0.04,0,MT700
6745,10000,1,2,2,23,8547,8917,6844,611,211,511,0.07,0.02,0.07,1,LT500
6746,310000,2,2,2,26,45472,46739,47895,2111,2111,1111,0.05,0.05,0.02,0,MT700
6748,150000,2,1,1,37,1291,1193,1914,1,3111,1,0,2.61,0,0,MT700
6749,50000,1,3,1,48,14293,14763,14968,711,611,811,0.05,0.04,0.05,1,LT500
6750,250000,2,1,2,30,83116,87991,86564,6249,1,3212,0.08,0,0.04,0,LT500
6754,20000,2,2,1,44,16445,15624,15196,1,1,1,0,0,0,1,LT500
6756,3.00E+05,1,1,1,45,6666,8333,8333,11111,8333,15449,1.67,1,1.85,1,LT500
6769,480000,2,1,2,57,24973,76738,25118,25896,25118,25111,1.04,0.33,1,0,MT700
6782,640000,2,3,2,34,33929,79817,19552,71128,19576,194114,2.1,0.25,9.93,0,MT700
6799,120000,2,1,2,32,78783,75252,77191,2726,4111,3111,0.03,0.05,0.04,0,MT700
6808,30000,1,1,2,45,16165,931,781,931,1,1,0.06,0,0,0,LT500
6823,140000,2,2,1,27,115447,116714,97725,5111,5111,5111,0.04,0.04,0.05,0,MT700
6827,110000,2,1,1,37,118116,119798,117372,4111,5111,5111,0.03,0.04,0.04,0,MT700
6828,60000,2,1,2,24,43974,46625,45591,3511,1,1,0.08,0,0,1,LT500
6829,20000,1,2,2,26,11791,11461,14191,1,3111,5111,0,0.27,0.36,1,LT500
6850,70000,2,2,2,55,45675,46236,46758,1674,1677,1697,0.04,0.04,0.04,0,MT700
6861,180000,1,2,1,42,61761,62425,63982,2811,3111,2111,0.05,0.05,0.03,0,MT700
6865,5.00E+05,1,1,2,30,418237,424244,383145,17111,15111,11111,0.04,0.04,0.03,0,MT700
6870,210000,1,1,2,38,75528,72567,69512,3111,3111,2511,0.04,0.04,0.04,0,MT700
6879,1.00E+05,1,2,1,52,36448,37481,37684,2111,1361,1511,0.06,0.04,0.04,0,MT700
6899,130000,2,3,2,39,131814,131758,123468,4511,4511,4179,0.03,0.03,0.03,0,MT700
6914,60000,1,2,1,39,22122,19531,16594,467,511,4111,0.02,0.03,0.25,0,MT700
6916,20000,2,2,2,25,6632,6666,6666,6711,6666,6982,1.01,1,1.05,0,MT700
6937,370000,1,1,2,28,7628,1126,1422,1111,1422,3611,0.15,1.26,2.54,0,MT700
6938,2.00E+05,1,2,2,27,118764,121781,123711,4111,5111,1,0.03,0.04,0,0,MT700
6941,260000,2,1,2,33,21864,25614,28748,5634,3748,1111,0.26,0.15,0.04,0,MT700
6953,180000,2,2,2,31,138243,138123,137923,5111,5511,5111,0.04,0.04,0.04,0,MT700
6954,70000,1,3,1,64,47191,45959,47635,1711,2441,2111,0.04,0.05,0.04,0,MT700
6958,120000,2,2,2,24,13425,8517,6174,3111,1114,4115,0.23,0.13,0.67,1,LT500
6961,50000,1,2,3,34,21914,19646,21332,711,1111,1111,0.03,0.06,0.05,0,MT700
6968,140000,2,2,2,29,46317,55516,56619,11111,2128,3111,0.24,0.04,0.05,0,MT700
6974,50000,1,2,2,24,51899,51836,47828,115,2311,1611,0,0.04,0.03,0,MT700
6978,4.00E+05,1,2,1,44,15333,9995,4175,51,4735,1733,0,0.47,0.42,0,MT700
6990,120000,2,2,2,26,56119,61135,61298,5211,2311,1,0.09,0.04,0,0,MT700
7008,5.00E+05,2,2,1,44,39222,41143,41854,1452,1475,1117,0.04,0.04,0.03,0,MT700
7017,230000,1,2,2,31,21435,27151,26815,8111,4111,5111,0.38,0.15,0.19,1,LT500
7018,20000,1,2,2,38,16576,13529,11387,514,347,6111,0.03,0.03,0.54,0,MT700
7019,190000,2,2,2,28,41712,41676,27561,4111,3111,3111,0.1,0.07,0.11,0,MT700
7020,20000,2,2,2,24,19431,19478,17492,1111,2111,5111,0.06,0.11,0.29,0,MT700
7029,1.00E+05,1,1,1,49,67546,71938,73615,5511,3111,1,0.08,0.04,0,1,LT500
7044,50000,1,1,2,24,41216,46538,47311,7177,1711,1,0.17,0.04,0,0,MT700
7054,50000,2,3,1,46,23845,21691,21426,1,778,573,0,0.04,0.03,1,LT500
7057,1.00E+05,1,1,2,29,51361,51417,51411,1,2411,1,0,0.05,0,1,LT500
7059,310000,2,2,1,34,4151,4922,15362,4922,15362,12111,1.19,3.12,0.79,0,MT700
7060,50000,2,2,3,30,33965,33273,31961,1293,1257,3113,0.04,0.04,0.1,0,MT700
7061,120000,2,2,1,37,14313,14762,14912,626,478,495,0.04,0.03,0.03,0,MT700
7075,110000,2,2,2,45,33342,33193,32993,1197,1181,1163,0.04,0.04,0.04,0,MT700
7091,120000,2,2,2,29,116877,117359,117129,4121,4251,4381,0.04,0.04,0.04,0,MT700
7096,20000,2,2,2,23,13192,14871,11536,2111,1111,2111,0.16,0.07,0.18,0,MT700
7105,390000,2,1,2,37,21666,11111,11111,11111,11111,11511,0.51,1,1.04,0,MT700
7110,30000,2,2,2,28,31687,25637,26468,1,1811,1,0,0.07,0,0,MT700
7115,220000,1,1,1,35,28136,34552,43827,7111,11111,3111,0.25,0.32,0.07,0,MT700
7119,130000,2,1,2,30,131157,128857,131469,1,4928,4574,0,0.04,0.03,1,LT500
7120,1.00E+05,2,2,1,35,37169,21233,22227,21111,22227,21111,0.57,1.05,0.95,0,MT700
7126,220000,2,2,2,39,141549,141313,141737,6111,6312,6111,0.04,0.04,0.04,0,MT700
7128,5.00E+05,1,2,2,40,49413,41118,54119,211,54379,9915,0,1.32,0.18,0,MT700
7130,340000,2,2,2,39,243586,248766,254156,9211,9525,8611,0.04,0.04,0.03,0,MT700
7134,50000,2,3,2,22,32718,32196,31563,5119,2118,4622,0.16,0.07,0.15,0,MT700
7137,150000,2,3,1,29,124843,127431,131118,3716,3768,4111,0.03,0.03,0.03,0,MT700
7138,180000,1,1,1,38,51112,52178,53213,2111,2111,2111,0.04,0.04,0.04,1,LT500
7147,290000,1,2,1,37,213185,211829,96532,11174,5111,179228,0.05,0.02,1.86,0,MT700
7148,140000,2,2,1,42,4651,5764,7116,3111,3111,1838,0.67,0.54,0.26,0,MT700
7159,180000,2,2,2,30,56394,57577,58564,2242,2111,2331,0.04,0.04,0.04,0,MT700
7187,240000,2,1,1,35,5928,5619,13227,3619,13227,7764,0.61,2.35,0.59,0,MT700
7192,20000,1,2,1,42,19962,14938,3139,317,1211,1,0.02,0.08,0,0,MT700
7194,150000,2,2,2,26,23168,26184,25615,3511,1,3511,0.15,0,0.14,1,LT500
7196,120000,2,2,2,24,25948,11884,3117,1,3117,8542,0,0.26,2.74,1,LT500
7213,180000,1,2,1,43,7363,3723,2645,1111,511,1111,0.15,0.14,0.42,1,LT500
7238,50000,2,2,1,28,19441,23189,24695,4111,2111,2111,0.21,0.09,0.09,1,LT500
7241,180000,2,1,1,36,3117,5827,1118,5827,1211,1131,1.87,0.21,1.01,0,MT700
7246,50000,1,2,2,24,4428,5192,5685,2171,2111,11327,0.49,0.41,1.99,0,MT700
7249,3.00E+05,2,2,1,28,252197,226555,216642,7111,7511,6116,0.03,0.03,0.03,0,MT700
7262,10000,1,1,2,25,9111,8837,8135,1,511,511,0,0.06,0.06,0,MT700
7263,140000,2,1,2,32,138999,137275,136141,9111,3411,1,0.07,0.02,0,0,MT700
7269,20000,1,2,2,36,13633,15154,16515,1639,1711,1514,0.12,0.11,0.09,0,MT700
7273,50000,2,1,2,31,6527,3328,33166,1,31111,1,0,9.35,0,1,LT500
7285,110000,2,2,2,24,34159,21284,31179,6475,51179,7761,0.19,2.4,0.25,0,MT700
7301,10000,2,1,2,26,6129,9119,9188,3111,329,341,0.51,0.04,0.04,0,MT700
7308,30000,2,3,2,33,25388,26377,27794,1411,2111,1,0.06,0.08,0,1,LT500
7312,80000,2,2,3,30,11325,11569,11313,411,511,5111,0.04,0.04,0.45,0,MT700
7316,2.00E+05,1,2,2,44,3393,1341,3416,1344,3426,6324,0.4,2.55,1.85,0,MT700
7319,360000,2,1,2,28,144485,145611,141336,5121,5127,111117,0.04,0.04,0.79,0,MT700
7324,320000,1,1,1,43,111541,114934,118228,5111,5111,5111,0.05,0.04,0.04,0,MT700
7326,140000,2,2,2,31,53368,56488,58542,4111,3111,2111,0.08,0.06,0.04,0,MT700
7340,110000,1,3,1,35,76767,78462,79891,3111,2811,3211,0.04,0.04,0.04,1,LT500
7351,340000,2,3,1,49,5321,16612,21373,16612,21373,44729,3.12,1.29,2.09,0,MT700
7357,310000,2,1,1,66,224811,229521,234145,8324,8435,8552,0.04,0.04,0.04,1,LT500
7362,150000,2,1,2,30,142419,145111,153229,5311,11911,1,0.04,0.08,0,0,MT700
7363,530000,1,1,2,30,232641,239114,236657,11111,9111,11511,0.05,0.04,0.05,0,MT700
7365,150000,2,1,2,29,6382,5288,5288,1,1,1,0,0,0,1,LT500
7383,180000,2,1,1,47,5517,1382,538,1,538,314,0,0.39,0.58,0,MT700
7384,60000,1,2,1,54,37613,39138,37814,2111,1531,1477,0.06,0.04,0.04,0,MT700
7391,380000,2,1,2,44,314356,311458,299277,12111,12111,11111,0.04,0.04,0.04,0,MT700
7394,1.00E+05,2,2,1,41,79519,74368,58481,3511,4313,3123,0.04,0.06,0.05,0,MT700
7401,80000,2,2,2,29,11145,11259,5773,1516,1111,1111,0.14,0.1,0.19,0,MT700
7405,20000,2,1,1,34,21129,21473,19861,911,911,611,0.04,0.04,0.03,1,LT500
7419,20000,1,2,1,59,19871,15411,18969,21185,39171,25111,1.07,2.54,1.32,0,MT700
7426,180000,2,1,1,38,119542,122452,131293,5111,11111,6511,0.04,0.09,0.05,0,MT700
7455,120000,2,1,2,29,116316,117358,118561,4219,4511,7611,0.04,0.04,0.06,0,MT700
7460,260000,2,2,2,30,52261,52141,52615,2111,2511,2111,0.04,0.05,0.04,0,MT700
7470,230000,2,2,1,35,61129,55199,55381,3111,2111,3111,0.05,0.04,0.06,0,MT700
7471,170000,2,2,2,28,177952,176161,175314,7111,8111,9111,0.04,0.05,0.05,0,MT700
7499,210000,2,2,1,30,4746,3938,3479,311,3479,1111,0.07,0.88,0.32,0,MT700
7506,80000,2,2,1,37,57128,59456,55623,4111,4111,1894,0.07,0.07,0.03,1,LT500
7508,150000,1,2,1,36,19467,3173,1534,1,1534,1,0,0.48,0,0,MT700
7526,280000,2,3,1,53,8932,9654,11774,1111,2111,2111,0.12,0.22,0.18,0,MT700
7533,290000,1,1,2,27,171282,166869,173273,7111,11111,11111,0.04,0.07,0.06,0,MT700
7538,140000,2,2,2,38,79775,74462,74954,5417,1,511,0.07,0,0.01,0,LT500
7541,210000,2,2,2,33,24358,25815,27168,2111,1811,1511,0.09,0.07,0.06,0,MT700
7544,130000,2,3,2,27,53958,51577,41585,2111,1488,1542,0.04,0.03,0.04,0,MT700
7545,50000,2,1,2,22,21156,21425,21632,931,2111,771,0.04,0.1,0.04,0,MT700
7558,50000,1,2,2,46,19277,14563,17293,1111,3511,2111,0.06,0.24,0.12,1,LT500
7561,70000,2,1,2,28,64585,66217,67577,2811,2611,1,0.04,0.04,0,1,LT500
7563,120000,2,2,2,27,31947,22974,19539,2111,1,8111,0.07,0,0.42,0,LT500
7569,30000,1,2,2,30,21761,22762,23139,1511,911,1,0.07,0.04,0,1,LT500
7576,180000,2,2,2,39,115844,98396,111391,5396,5391,5116,0.05,0.05,0.05,0,MT700
7582,1.00E+05,2,2,2,38,57847,43618,38715,1292,1236,627,0.02,0.03,0.02,0,MT700
7590,50000,2,1,2,27,43492,44377,41297,4112,2118,11112,0.09,0.05,0.27,0,MT700
7607,90000,2,2,2,25,81878,83216,85351,3211,4111,2511,0.04,0.05,0.03,1,LT500
7609,120000,2,2,2,33,1758,1451,521,1,1,951,0,0,1.83,1,LT500
7611,70000,2,2,2,24,58318,61865,63695,4511,3111,2511,0.08,0.05,0.04,0,MT700
7622,140000,1,3,1,33,53221,51151,45859,2514,1656,1115,0.05,0.03,0.02,0,MT700
7624,20000,2,1,2,25,17412,18422,18768,1611,811,811,0.09,0.04,0.04,0,MT700
7626,20000,2,3,3,48,18749,18621,18668,711,741,531,0.04,0.04,0.03,0,MT700
7629,140000,2,2,2,27,138135,138857,138894,5379,5211,4851,0.04,0.04,0.03,1,LT500
7635,60000,2,2,1,35,39112,39714,38851,1511,1611,1411,0.04,0.04,0.04,0,MT700
7637,210000,2,2,2,28,55855,58371,59537,3371,1913,1998,0.06,0.03,0.03,0,MT700
7638,140000,2,1,2,27,111852,113639,95152,4711,3811,4111,0.04,0.03,0.04,0,MT700
7643,20000,1,2,2,34,17567,16189,21743,871,5214,311,0.05,0.32,0.01,0,MT700
7663,140000,2,2,1,58,72335,75518,77116,4511,3111,1,0.06,0.04,0,1,LT500
7666,80000,2,2,2,33,55541,56713,57833,2155,2171,4447,0.04,0.04,0.08,0,MT700
7675,230000,2,2,1,43,8563,5181,2524,5211,2532,4759,0.61,0.49,1.89,0,MT700
7676,130000,2,3,1,38,48481,47779,42362,2516,1119,1116,0.05,0.02,0.03,1,LT500
7681,220000,1,2,1,49,153169,153145,144529,6111,5211,5112,0.04,0.03,0.04,0,MT700
7682,60000,2,2,3,64,28357,28992,24515,1111,1111,2111,0.04,0.04,0.09,1,LT500
7698,360000,2,1,2,32,138123,141324,118772,4669,4161,3475,0.03,0.03,0.03,0,MT700
7705,2.00E+05,1,1,2,38,191961,212139,194326,14184,1,6711,0.07,0,0.03,0,LT500
7717,130000,2,2,1,43,97685,81733,82883,3111,4871,3111,0.03,0.06,0.04,0,MT700
7737,50000,1,2,2,24,22994,23473,23932,1111,1111,962,0.05,0.05,0.04,1,LT500
7738,360000,2,1,1,41,111251,99983,122578,4111,81111,5111,0.04,0.81,0.04,0,MT700
7739,80000,2,2,2,24,41192,41946,41588,1482,2511,3182,0.04,0.06,0.08,1,LT500
7743,370000,2,2,2,28,69872,63656,46555,1818,1144,28134,0.03,0.02,0.6,0,MT700
7750,250000,1,3,1,44,43546,38151,576,38166,576,2389,0.88,0.02,4.15,1,LT500
7753,120000,1,3,2,44,124531,121937,67711,5167,1548,121862,0.04,0.01,1.8,1,LT500
7757,460000,2,1,2,29,165246,169983,173331,8117,8138,6152,0.05,0.05,0.04,0,MT700
7759,220000,1,1,2,32,114747,181458,182435,117111,13111,8111,1.02,0.07,0.04,1,LT500
7765,230000,2,1,2,31,91997,62163,62113,3214,2417,2161,0.03,0.04,0.03,0,MT700
7769,70000,2,2,1,27,55625,57172,58269,2511,2311,2311,0.05,0.04,0.04,1,LT500
7773,50000,1,2,2,42,7119,6869,7268,511,1111,391,0.07,0.16,0.05,0,MT700
7776,30000,2,2,2,23,28128,27548,29536,1,2611,1,0,0.09,0,0,MT700
7783,50000,1,2,2,27,51457,51463,41758,1,1642,1538,0,0.03,0.04,1,LT500
7786,1.00E+05,1,3,3,48,9361,4198,811,111,112,1,0.01,0.03,0,1,LT500
7788,50000,1,3,2,49,11292,3266,11112,2211,11111,2111,0.2,3.4,0.19,0,MT700
7789,2.00E+05,1,1,1,49,2511,2511,2511,1,1,1,0,0,0,1,LT500
7793,20000,2,2,1,22,19415,21541,21913,1811,851,1,0.09,0.04,0,1,LT500
7796,5.00E+05,2,1,1,38,16125,19121,11461,19121,11461,18138,1.19,0.6,1.58,0,MT700
7811,270000,1,2,1,53,214795,228184,232681,17111,8511,1,0.08,0.04,0,1,LT500
7813,70000,2,2,1,43,2917,1473,917,29,917,41442,0.01,0.62,45.19,0,MT700
7817,10000,2,3,1,51,4441,4233,5566,1,2111,1171,0,0.5,0.21,0,MT700
7820,50000,1,2,2,28,28433,53718,27184,983,1951,946,0.03,0.04,0.03,0,MT700
7823,70000,2,2,2,25,18887,19173,21218,2111,3113,3117,0.11,0.16,0.15,0,MT700
7826,1.00E+05,2,1,2,32,8235,34187,34749,36252,1511,2511,4.4,0.04,0.07,0,MT700
7830,140000,1,2,1,29,73919,78315,76888,5763,1,6111,0.08,0,0.08,1,LT500
7836,1.00E+05,2,1,2,26,71566,69311,71844,1,2685,2811,0,0.04,0.04,0,MT700
7847,30000,1,2,2,24,27831,28433,31257,1151,2311,1,0.04,0.08,0,1,LT500
7856,20000,2,2,2,22,19397,19712,21516,716,2137,1,0.04,0.11,0,0,MT700
7864,120000,1,1,1,37,81531,81944,78771,3111,3111,3111,0.04,0.04,0.04,0,MT700
7877,80000,2,2,2,24,27164,27685,27191,1211,1,2511,0.04,0,0.09,1,LT500
